DR2Name,_r,_RAJ2000,_DEJ2000,Plx,e_Plx,pmRA,pmDE,Gmag,BP-G,RV
b'Gaia DR2 5338712557351075328', 0.227524, 166.142759,-58.529922, 0.756400, 0.028700,-6.825000, 3.456000, 9.992900, 0.380700,-0.880000
b'Gaia DR2 5338704070495410304', 0.238221, 165.972024,-58.765301, 1.991900, 0.040800,-10.096000, 5.610000, 8.032600, 0.015600,
b'Gaia DR2 5338701527875246592', 0.243244, 166.032485,-58.846373, 2.003800, 0.035100,-10.690000, 5.722000, 9.948700, 0.011000,
b'Gaia DR2 5338644937391267968', 0.243352, 166.643978,-58.920118, 0.358600, 0.040800,-6.259000, 1.970000, 9.634900, 0.061700,
b'Gaia DR2 5340150164465486720', 0.250240, 166.895843,-58.679795, 0.674100, 0.355100,-12.326000, 5.123000, 9.928700, 0.015500,
b'Gaia DR2 5338649747755776384', 0.256481, 166.426589,-58.963459, 2.025900, 0.040500,-10.476000, 4.933000, 10.095100, 0.057800,
b'Gaia DR2 5340214077913083392', 0.261073, 166.184824,-58.475712, 2.042300, 0.042100,-9.872000, 5.651000, 10.048400, 0.072600,
b'Gaia DR2 5340157934103609216', 0.264542, 166.789360,-58.527018, 2.029400, 0.036300,-10.643000, 5.152000, 9.191900, 0.038100,
b'Gaia DR2 5340148244656568576', 0.267754, 166.924003,-58.756726, 1.466700, 0.369600,-11.159000, 4.718000, 8.407500, 0.021200,
b'Gaia DR2 5340170063092831104', 0.267956, 166.705887,-58.485312, 0.591600, 0.086500,-5.465000, 2.025000, 9.748400, 2.905300,
b'Gaia DR2 5338701012479141248', 0.268592, 166.007088,-58.871346, 2.095000, 0.039100,-10.005000, 4.611000, 9.574600, 0.030600,
b'Gaia DR2 5338653767845414144', 0.269210, 166.096000,-58.918751, 2.088700, 0.038800,-9.944000, 5.482000, 10.067100, 0.066400,
b'Gaia DR2 5340147797979862912', 0.269454, 166.911186,-58.790096, 2.021500, 0.048300,-10.178000, 5.021000, 9.965700, 0.045300,
b'Gaia DR2 5340170853366989312', 0.269917, 166.623475,-58.459456, 0.877000, 0.033100,-10.664000, 1.367000, 9.543700, 0.709400, 10.630000
b'Gaia DR2 5338701076857389312', 0.271678, 165.985196,-58.861001, 0.805900, 0.033600,-6.377000, 2.116000, 9.489700, 0.012700,
b'Gaia DR2 5338714447136569728', 0.274167, 165.953366,-58.576871, 0.594600, 0.038200,-8.134000, 2.170000, 9.948400, 0.032800,
b'Gaia DR2 5340149893924168192', 0.279365, 166.954907,-58.710614, 0.405900, 0.036800,-7.553000, 2.199000, 9.246400, 1.569600,-6.550000
b'Gaia DR2 5338630300141438464', 0.280112, 166.092936,-58.931263, 1.025300, 0.027300,-10.870000,-0.983000, 10.260900, 0.540700, 29.530000
b'Gaia DR2 5338644490714870912', 0.281080, 166.797721,-58.907392, 2.029500, 0.051500,-10.460000, 5.274000, 8.276600, 0.017900,
b'Gaia DR2 5338702829204028544', 0.283376, 165.878766,-58.754073, 1.208100, 0.048000,-12.926000, 0.046000, 9.507600, 0.007600,
b'Gaia DR2 5340170269251271168', 0.291182, 166.737898,-58.468633, 2.022800, 0.036400,-10.453000, 5.680000, 10.127400, 0.066300,
b'Gaia DR2 5340169375897232896', 0.292938, 166.344727,-58.416528, 2.059700, 0.064900,-10.721000, 4.526000, 10.249700, 0.127600,
b'Gaia DR2 5340171226981629312', 0.293259, 166.572554,-58.425197, 2.053000, 0.043800,-10.641000, 5.606000, 9.970500, 0.046900,
b'Gaia DR2 5340150542422607232', 0.294919, 166.973727,-58.650085, 0.336200, 0.041300,-6.360000, 2.130000, 9.828300, 0.027300,
b'Gaia DR2 5340169032299841280', 0.296754, 166.297053,-58.416955, 2.051600, 0.039100,-10.501000, 5.775000, 9.434300, 0.022300,
b'Gaia DR2 5340170299268715648', 0.301062, 166.757280,-58.463712, 1.922000, 0.042700,-10.857000, 4.252000, 8.991300, 0.037400,
b'Gaia DR2 5338705719762814208', 0.306465, 165.834896,-58.758012, 1.766000, 0.036300,-12.107000, 0.110000, 10.208400, 0.048400,
b'Gaia DR2 5340215005625999360', 0.306545, 166.058087,-58.464206, 0.662900, 0.035000,-9.643000, 2.240000, 7.211100, 0.740100,-26.910000
b'Gaia DR2 5340144671243614720', 0.309140, 166.964286,-58.829805, 1.990800, 0.045100,-10.868000, 4.790000, 9.731300, 0.056700,
b'Gaia DR2 5338714722013946496', 0.312246, 165.888354,-58.559541, 2.008400, 0.037800,-10.615000, 5.512000, 9.026300, 0.026600,
b'Gaia DR2 5338628857032366208', 0.317884, 166.278827,-59.016765, 1.938900, 0.050000,-10.325000, 5.274000, 9.000100, 0.029000,
b'Gaia DR2 5338677338628485760', 0.320749, 165.979069,-58.933857, 2.041600, 0.029800,-10.733000, 5.650000, 10.228900, 0.088500,
b'Gaia DR2 5338628887047097856', 0.323816, 166.243377,-59.018131, 2.059100, 0.050800,-10.179000, 4.850000, 7.712800, 0.031700,
b'Gaia DR2 5340146767144474368', 0.325505, 167.042194,-58.731745, 1.977100, 0.066000,-10.673000, 5.636000, 10.132100, 0.077500,
b'Gaia DR2 5338713863020720896', 0.327533, 166.023221,-58.451848, 2.051600, 0.034200,-10.738000, 4.846000, 10.070400, 0.052400,
b'Gaia DR2 5338625829030385280', 0.332777, 166.336310,-59.037172, 2.035400, 0.046200,-10.000000, 5.219000, 10.219900, 0.081400,
b'Gaia DR2 5340144430725428864', 0.333704, 166.999343,-58.849406, 1.544100, 0.084000,-10.465000, 4.840000, 9.115300, 0.061300,
b'Gaia DR2 5340159819548513792', 0.334021, 166.875634,-58.473645, 1.974200, 0.043400,-10.916000, 5.238000, 9.411500, 0.021500,
b'Gaia DR2 5338709121376508160', 0.335245, 165.808675,-58.596568, 1.959200, 0.041200,-10.750000, 4.990000, 9.928900, 0.071400,
b'Gaia DR2 5340218024948753408', 0.337461, 166.010322,-58.444531, 1.798100, 0.037700,-10.204000, 4.473000, 9.647800, 0.037300,
b'Gaia DR2 5338716405634530816', 0.349350, 165.898793,-58.485405, 0.648100, 0.041900,-9.095000, 2.472000, 10.189300,-0.002400,
b'Gaia DR2 5340175491931313920', 0.350892, 166.338749,-58.358511, 0.481400, 0.043000,-7.093000, 2.218000, 10.251500, 0.048200,
b'Gaia DR2 5340159033615462016', 0.354291, 166.947303,-58.485218, 2.101500, 0.050800,-10.349000, 4.436000, 9.548500, 0.055200,
b'Gaia DR2 5338714962525372160', 0.357586, 165.861072,-58.497369, 1.944500, 0.041500,-10.191000, 5.140000, 10.021400, 0.056600,
b'Gaia DR2 5340143777890492032', 0.361423, 167.066535,-58.838400, 0.462600, 0.076400,-7.708000, 3.849000, 10.150300, 0.434000,-2.280000
b'Gaia DR2 5338636587974088320', 0.363921, 166.618301,-59.055772, 1.943100, 0.035500,-8.908000, 4.756000, 10.046100, 0.076400,
b'Gaia DR2 5338706819273897216', 0.366902, 165.710848,-58.701951, 2.019100, 0.037800,-11.270000, 4.656000, 7.649800, 0.510500, 5.520000
b'Gaia DR2 5338680946400660480', 0.368453, 165.801981,-58.892013, 1.899900, 0.038100,-10.229000, 5.521000, 9.275000, 0.037500,
b'Gaia DR2 5340172085975106688', 0.370574, 166.785532,-58.390212, 1.927800, 0.044400,-9.892000, 4.533000, 8.937500, 0.032700,
b'Gaia DR2 5340158793097310976', 0.373118, 167.013433,-58.500372, 1.997300, 0.041000,-10.048000, 5.683000, 8.835900, 0.055200,
b'Gaia DR2 5338641020381320064', 0.373370, 166.957384,-58.954436, 1.991800, 0.038100,-10.196000, 5.140000, 9.873000, 0.062100,
b'Gaia DR2 5340144121487941632', 0.374616, 167.101937,-58.826343, 1.052400, 0.055700,-10.667000, 1.324000, 8.914000,-0.021100,
b'Gaia DR2 5340152436545407232', 0.374994, 167.136899,-58.680143, 1.624400, 0.034800,-7.156000, 1.548000, 9.425000, 0.160300,
b'Gaia DR2 5338625283619443840', 0.379515, 166.312857,-59.082701, 1.932700, 0.040500,-10.105000, 5.050000, 9.091600, 0.022000,
b'Gaia DR2 5338717195915207424', 0.379965, 165.838686,-58.475696, 1.897200, 0.037700,-10.560000, 4.458000, 9.209700, 0.035500,
b'Gaia DR2 5340218231107182720', 0.388433, 165.972953,-58.395282, 2.014800, 0.044100,-9.796000, 5.437000, 8.359400, 0.030500,
b'Gaia DR2 5340176350924851456', 0.393967, 166.556235,-58.319820, 1.968600, 0.041800,-10.219000, 5.228000, 9.764600, 0.048000,
b'Gaia DR2 5340152264746733440', 0.395595, 167.177250,-58.684733, 0.477600, 0.036300,-8.057000, 2.502000, 9.549700, 0.824700,-7.090000
b'Gaia DR2 5340152127307744640', 0.396191, 167.179878,-58.710773, 1.979700, 0.041200,-10.591000, 4.838000, 9.949100, 0.064700,
b'Gaia DR2 5338682179001281152', 0.396524, 165.683764,-58.819369, 0.480700, 0.046400,-6.852000, 2.501000, 9.011900, 0.220400,
b'Gaia DR2 5338636411829832576', 0.398438, 166.667303,-59.083919, 2.396600, 0.086800,-9.973000, 5.646000, 9.374600, 0.043500,
b'Gaia DR2 5338706716194676224', 0.402108, 165.644472,-58.683864, 0.632400, 0.031400,-9.367000, 0.089000, 9.937300, 0.797100,-15.320000
b'Gaia DR2 5338717436433437440', 0.404535, 165.837999,-58.437817, 1.996900, 0.030200,-10.300000, 5.286000, 10.224300, 0.086300,
b'Gaia DR2 5340143365573544320', 0.407002, 167.120027,-58.888760, 0.398300, 0.036100,-7.117000, 2.091000, 7.759500, 0.260000,
b'Gaia DR2 5338641776295705728', 0.408273, 167.062212,-58.941907, 2.125500, 0.063300,-10.015000, 7.033000, 8.944900, 0.026500,
b'Gaia DR2 5340173533426528896', 0.410449, 166.705274,-58.325164, 1.975700, 0.048800,-10.250000, 5.168000, 10.196300, 0.065200,
b'Gaia DR2 5338727228958691840', 0.418885, 165.709088,-58.508397, 1.327500, 0.042100,-10.324000, 5.480000, 9.270000, 0.053200,
b'Gaia DR2 5340155906879318400', 0.420191, 167.151830,-58.533268, 2.285400, 0.042700,-9.704000, 5.407000, 9.684500, 0.041500,
b'Gaia DR2 5338636003858410880', 0.420280, 166.649331,-59.109829, 1.251500, 0.030700,-13.284000, 3.218000, 9.982600, 0.574900, 36.910000
b'Gaia DR2 5338679636380653696', 0.429548, 165.685591,-58.909463, 1.884400, 0.029500,-10.197000, 2.512000, 9.903000, 0.179600,
b'Gaia DR2 5338640092668310528', 0.430163, 167.021545,-59.002506, 1.956800, 0.036400,-10.701000, 4.683000, 9.579500, 0.033600,
b'Gaia DR2 5338720941126455168', 0.433830, 165.622873,-58.575182, 1.954100, 0.036200,-10.127000, 6.020000, 9.988000, 0.069000,
b'Gaia DR2 5338642051173721856', 0.434361, 167.137247,-58.929839, 1.071300, 0.048300,-11.503000, 1.035000, 10.075700, 0.001000,
b'Gaia DR2 5339394769964908928', 0.435974, 167.223218,-58.831058, 2.060900, 0.034200,-10.788000, 5.057000, 9.052700, 0.021900,
b'Gaia DR2 5339393292496099072', 0.436622, 167.212122,-58.851269, 0.329300, 0.047000,-6.502000, 2.120000, 10.051700, 0.014800,
b'Gaia DR2 5338675478852326144', 0.447016, 165.826838,-59.033687, 0.807700, 0.033000,-7.570000, 2.023000, 9.596900, 0.002000,
b'Gaia DR2 5340220773724347264', 0.449430, 166.074216,-58.294838, 1.937800, 0.035700,-11.851000, 3.092000, 9.733900, 0.069300,
b'Gaia DR2 5340180027417493632', 0.450318, 167.094375,-58.427637, 1.360300, 0.047300,-13.509000, 2.358000, 10.079000, 0.003700,
b'Gaia DR2 5338718123628251904', 0.452424, 165.797704,-58.390421, 1.971800, 0.093300,-11.267000, 5.489000, 8.907400, 0.038900,
b'Gaia DR2 5338634045353556352', 0.454979, 166.851627,-59.102808, 2.015200, 0.035900,-9.977000, 4.608000, 9.605400, 0.056000,
b'Gaia DR2 5339401298315865344', 0.456886, 167.296320,-58.724207, 2.022200, 0.045800,-10.705000, 4.911000, 7.914900, 0.068400,
b'Gaia DR2 5338694209260957824', 0.460006, 165.545341,-58.791123, 2.069200, 0.035200,-10.323000, 5.242000, 9.280800, 0.028000,
b'Gaia DR2 5340179958698030208', 0.460553, 167.124783,-58.431505, 0.124800, 0.044700,-4.397000, 3.622000, 8.431900, 0.046500,
