DR2Name,_r,_RAJ2000,_DEJ2000,Plx,e_Plx,pmRA,pmDE,Gmag,BP-G,RV
b'Gaia DR2 4190859766946307328', 0.513776, 301.753508,-10.508949, 0.796500, 0.069300,-4.894000,-9.675000, 9.257800, 1.015700, 8.730000
b'Gaia DR2 4191089083839830016', 0.513942, 301.119649,-10.053263, 2.496300, 0.064500, 1.086000,-8.231000, 10.647500, 0.147500,
b'Gaia DR2 4191069911106202752', 0.514815, 301.559990,-10.153001, 2.072300, 0.038700,-4.926000,-4.045000, 9.587800, 0.550100,-7.200000
b'Gaia DR2 4191129834489563520', 0.515038, 301.026007,-10.081918, 1.318500, 0.065800,-1.057000,-2.985000, 8.790800, 1.147500,
b'Gaia DR2 4190859114110787584', 0.520207, 301.761793,-10.535676, 0.342300, 0.078800,-1.384000,-6.939000, 10.955300, 1.060900, 90.770000
b'Gaia DR2 4191073037842399872', 0.531804, 301.538865,-10.116480, 1.458200, 0.041400, 12.679000,-13.156000, 10.143000, 0.679900,-45.400000
b'Gaia DR2 4191089221278788992', 0.532762, 301.140887,-10.029973, 0.800800, 0.055400, 6.269000,-4.792000, 12.063900, 0.146600,
b'Gaia DR2 4191089977192941184', 0.537309, 301.315669,-10.023871, 1.001100, 0.176000, 0.767000,-1.461000, 11.429200, 3.004000,
b'Gaia DR2 4191094993714386176', 0.538419, 300.728124,-10.346753, 2.096000, 0.033200,-6.283000,-8.122000, 11.944800, 0.532700, 47.040000
b'Gaia DR2 4190799465604855168', 0.539529, 301.742753,-10.755360, 1.049700, 0.163200,-3.066000,-0.109000, 10.890500, 0.608000, 24.980000
b'Gaia DR2 4191444982010259712', 0.543645, 301.602885,-10.151129, 3.497500, 0.039100, 14.442000, 2.026000, 11.714000, 0.347400,-14.230000
b'Gaia DR2 4190859698226677376', 0.550193, 301.789961,-10.500824, 0.926400, 0.045100,-12.935000,-8.700000, 11.248000, 0.601300,
b'Gaia DR2 4190927043314253824', 0.552711, 300.741764,-10.824197, 0.537100, 0.039600,-0.575000,-0.522000, 11.760300, 0.641400, 28.130000
b'Gaia DR2 4190716933514139008', 0.553918, 301.222564,-11.108799, 0.589000, 0.044300,-12.670000,-4.119000, 12.174600, 0.676300, 33.380000
b'Gaia DR2 4191443916858342400', 0.555656, 301.650393,-10.180552, 0.329400, 0.082700, 0.712000,-7.683000, 12.307800, 0.662800,-12.590000
b'Gaia DR2 4190736243686984192', 0.561300, 300.858900,-10.979234, 0.889700, 0.042600, 2.730000,-4.699000, 10.853500, 0.613300,-60.150000
b'Gaia DR2 4191101968741760384', 0.564302, 300.726252,-10.290238, 1.578500, 0.033500, 8.649000,-7.546000, 12.026000, 0.573800, 11.100000
b'Gaia DR2 4190800874354127488', 0.565696, 301.781131,-10.727545, 1.579300, 0.045600, 5.933000,-10.502000, 10.120200, 0.727400,-38.690000
b'Gaia DR2 4191102930814461696', 0.566031, 300.774526,-10.212876, 1.602500, 0.166400, 6.327000,-1.207000, 12.295700, 0.527400,-27.750000
b'Gaia DR2 4190861450573336320', 0.570977, 301.807340,-10.470549, 2.885200, 0.052400, 0.675000, 2.458000, 11.443700, 0.324700, 24.170000
b'Gaia DR2 4191129387813029504', 0.577981, 300.934319,-10.057263, 0.402100, 0.044400, 0.477000,-7.033000, 12.070000, 0.762400, 16.000000
b'Gaia DR2 4191045687489685504', 0.578243, 300.654014,-10.453893, 0.599100, 0.086300,-12.546000,-8.038000, 10.500800, 2.265900,
b'Gaia DR2 4190716589916750208', 0.578944, 301.262050,-11.133237, 1.008300, 0.045700, 0.231000, 0.627000, 10.704700, 0.627100,-11.260000
b'Gaia DR2 4190863168560385536', 0.579050, 301.796549,-10.387105, 1.014000, 0.054900, 4.017000, 1.565000, 11.285200, 0.208500,-4.500000
b'Gaia DR2 4190719063817618944', 0.579253, 301.053622,-11.106786, 0.635700, 0.039500, 1.776000,-4.292000, 12.087300, 0.715200, 49.360000
b'Gaia DR2 4191448727221816832', 0.583883, 301.559283,-10.067260, 0.267000, 0.037400,-1.802000,-1.407000, 11.997000, 0.856500,-4.200000
b'Gaia DR2 4190767992084411136', 0.586496, 301.586084,-11.027904, 2.472100, 0.242300,-3.846000,-12.630000, 10.435800, 0.274200, 14.680000
b'Gaia DR2 4191449826733479552', 0.591086, 301.521925,-10.036724, 3.783000, 0.037100, 2.476000,-7.644000, 10.788000, 0.582300, 28.030000
b'Gaia DR2 4190762013489934464', 0.592044, 301.535390,-11.067107, 0.855900, 0.033200, 1.470000,-7.736000, 11.434000, 0.696300, 44.660000
b'Gaia DR2 4191091420302043904', 0.593690, 301.232602,-9.961265, 0.832600, 0.049500, 4.291000,-8.946000, 11.555100, 0.662700, 19.390000
b'Gaia DR2 4190856429752043648', 0.594676, 301.837720,-10.539857, 0.885200, 0.043800,-3.007000, 2.002000, 11.923800, 0.621900,-60.570000
b'Gaia DR2 4190801664628120960', 0.596168, 301.827687,-10.672151, 1.552000, 0.214900, 9.227000, 3.492000, 12.068900, 0.255900,-21.880000
b'Gaia DR2 4190736140607779840', 0.598730, 300.817470,-10.993023, 0.581100, 0.039800, 6.908000, 0.847000, 11.774000, 0.698000, 21.810000
